**** All Elevator Calls (time,src,dest,state,elev dt) stage 8 ****
Elevator call,4.993816266014164,-6,78,3,9, Done, dt, 75.00618373398584
Elevator call,18.77917039169597,-9,-7,3,1, Done, dt, 22.22082960830403
Elevator call,19.387078657155826,-1,5,3,1, Done, dt, 71.61292134284417
Elevator call,20.327517520632,-1,-5,3,7, Done, dt, 23.672482479368
Elevator call,27.9999732565052,-1,55,3,1, Done, dt, 109.0000267434948
Elevator call,29.917239624265676,-2,64,3,9, Done, dt, 143.08276037573432
Elevator call,38.28582116015673,-4,68,3,1, Done, dt, 115.71417883984327
Elevator call,39.19202923931175,-4,6,3,1, Done, dt, 62.80797076068825
Elevator call,39.69710409736126,0,95,3,1, Done, dt, 138.30289590263874
Elevator call,49.43307426313186,-2,-4,3,5, Done, dt, 22.566925736868143
Elevator call,54.196436787183075,-6,8,3,7, Done, dt, 28.803563212816925
Elevator call,57.40531969890162,-3,7,3,8, Done, dt, 33.59468030109838
Elevator call,63.05259875982824,-5,-1,3,6, Done, dt, 29.947401240171757
Elevator call,79.37736411739434,-3,85,3,6, Done, dt, 145.62263588260566
Elevator call,89.4285158976113,-5,19,3,5, Done, dt, 33.571484102388695
Elevator call,92.15048695301039,-9,40,3,6, Done, dt, 187.8495130469896
Elevator call,96.61997031673536,-6,39,3,4, Done, dt, 71.38002968326464
Elevator call,108.64204888088284,-2,44,3,2, Done, dt, 68.35795111911716
Elevator call,111.62708145083661,-3,-8,3,9, Done, dt, 118.37291854916339
Elevator call,116.72069026135568,-2,67,3,4, Done, dt, 325.2793097386443
Elevator call,117.93413927793131,-2,70,3,4, Done, dt, 349.0658607220687
Elevator call,133.34539591368775,-9,47,3,0, Done, dt, 85.65460408631225
Elevator call,134.00355801094793,-6,98,3,8, Done, dt, 137.99644198905207
Elevator call,140.52095248879914,-6,54,3,7, Done, dt, 57.47904751120086
Elevator call,142.07808960138755,-8,13,3,5, Done, dt, 45.921910398612454
Elevator call,146.76293294989182,0,73,3,3, Done, dt, 85.23706705010818
Elevator call,147.44392615224183,-7,67,3,9, Done, dt, 276.55607384775817
Elevator call,151.6163012890247,-6,0,3,9, Done, dt, 162.3836987109753
Elevator call,159.17766514162577,0,7,3,7, Done, dt, 106.82233485837423
Elevator call,170.15712188664338,-6,51,3,5, Done, dt, 86.84287811335662
Elevator call,173.25392580462358,62,87,3,7, Done, dt, 287.7460741953764
Elevator call,174.91394871323018,-4,48,3,5, Done, dt, 176.08605128676982
Elevator call,177.9146689591314,-2,10,3,2, Done, dt, 78.0853310408686
Elevator call,179.41211574761928,-2,26,3,1, Done, dt, 95.58788425238072
Elevator call,188.69360223337299,-6,-7,3,9, Done, dt, 76.30639776662701
Elevator call,197.44243298068636,-7,75,3,7, Done, dt, 279.55756701931364
Elevator call,202.63061730226673,-2,0,3,4, Done, dt, 54.36938269773327
Elevator call,203.2352417416962,-8,38,3,9, Done, dt, 185.7647582583038
Elevator call,209.35081553255895,27,-4,3,1, Done, dt, 101.64918446744105
Elevator call,209.97850155767696,-3,4,3,5, Done, dt, 173.02149844232304
Elevator call,210.90630526255882,94,-2,3,8, Done, dt, 191.09369473744118
Elevator call,211.32931870336074,-2,37,3,5, Done, dt, 123.67068129663926
Elevator call,217.22290993535717,-9,49,3,9, Done, dt, 187.77709006464283
Elevator call,218.07434462591186,52,87,3,8, Done, dt, 292.92565537408814
Elevator call,219.81598778407965,-9,36,3,4, Done, dt, 83.18401221592035
Elevator call,220.76873550670848,93,-4,3,0, Done, dt, 163.23126449329152
Elevator call,224.31198381778677,-5,-8,3,7, Done, dt, 366.68801618221323
Elevator call,231.56651879541005,10,62,3,3, Done, dt, 78.43348120458995
Elevator call,238.4981901010815,-3,-2,3,4, Done, dt, 124.50180989891851
Elevator call,249.14578168308412,-1,20,3,7, Done, dt, 157.85421831691588
Elevator call,249.47153929844012,-5,0,3,9, Done, dt, 64.52846070155988
Elevator call,254.50344330296275,-3,43,3,7, Done, dt, 174.49655669703725
Elevator call,255.11453151297678,-5,15,3,2, Done, dt, 55.88546848702322
Elevator call,257.29849213037915,-3,-9,3,3, Done, dt, 130.70150786962085
Elevator call,260.38349181826743,-8,22,3,9, Done, dt, 74.61650818173257
Elevator call,266.894697015759,81,-5,3,8, Done, dt, 356.105302984241
Elevator call,270.3465008526289,-3,-4,3,1, Done, dt, 40.65349914737112
Elevator call,272.4308393782785,-9,91,3,9, Done, dt, 257.5691606217215
Elevator call,278.80736100021363,-5,26,3,0, Done, dt, 186.19263899978637
Elevator call,285.4590041763097,-4,82,3,2, Done, dt, 151.5409958236903
Elevator call,299.06238686043775,-9,34,3,1, Done, dt, 174.93761313956225
Elevator call,303.5884504315734,-4,49,3,9, Done, dt, 101.41154956842661
Elevator call,305.1612056606798,-9,7,3,6, Done, dt, 85.8387943393202
Elevator call,307.17728820035336,-4,52,3,2, Done, dt, 169.82271179964664
Elevator call,310.1052389352092,38,-3,3,7, Done, dt, 236.89476106479083
Elevator call,310.2471597613528,-8,16,3,1, Done, dt, 182.7528402386472
Elevator call,310.43660083151826,9,-5,3,7, Done, dt, 247.56339916848174
Elevator call,310.65895693179937,-2,-5,3,3, Done, dt, 65.34104306820063
Elevator call,314.465693673799,-8,-6,3,1, Done, dt, 43.534306326200976
Elevator call,318.63880157220933,-5,20,3,0, Done, dt, 228.36119842779067
Elevator call,326.58639638472255,-7,-2,3,1, Done, dt, 65.41360361527745
Elevator call,334.8964002994919,-6,6,3,1, Done, dt, 71.10359970050808
Elevator call,338.34551095760867,-8,14,3,1, Done, dt, 81.65448904239133
Elevator call,346.0955137209953,-8,39,3,1, Done, dt, 168.9044862790047
Elevator call,361.645498123866,-7,63,3,3, Done, dt, 892.354501876134
Elevator call,363.8472274622245,-5,-3,3,3, Done, dt, 59.15277253777549
Elevator call,381.31971563530055,-7,14,3,3, Done, dt, 254.68028436469945
Elevator call,388.51503029731634,-4,58,3,3, Done, dt, 776.4849697026837
Elevator call,394.25877451521023,-2,-6,3,7, Done, dt, 174.74122548478977
Elevator call,394.9568870028586,-9,-2,3,0, Done, dt, 32.04311299714141
Elevator call,396.01053237831434,-7,95,3,5, Done, dt, 77.98946762168566
Elevator call,396.1162807679582,0,26,3,1, Done, dt, 63.88371923204181
Elevator call,397.828560875153,46,75,3,3, Done, dt, 2099.171439124847
Elevator call,398.52040573961403,-4,28,3,3, Done, dt, 285.47959426038597
Elevator call,399.94909007969295,-1,36,3,3, Done, dt, 329.05090992030705
Elevator call,400.2358983059046,-5,77,3,3, Done, dt, 2107.764101694095
Elevator call,403.08087087207764,-6,60,3,3, Done, dt, 838.9191291279224
Elevator call,420.90267429546566,-3,12,3,6, Done, dt, 73.09732570453434
Elevator call,424.97730311249506,71,0,3,4, Done, dt, 122.02269688750494
Elevator call,431.638137321645,-6,87,3,3, Done, dt, 2112.361862678355
Elevator call,438.369875408335,-3,-4,3,9, Done, dt, 159.63012459166498
Elevator call,440.91040561273644,-7,-2,3,6, Done, dt, 29.08959438726356
Elevator call,442.48024316783403,38,58,3,1, Done, dt, 103.51975683216597
Elevator call,445.22554369489694,-3,17,3,3, Done, dt, 202.77445630510306
Elevator call,447.82100185917807,82,10,3,8, Done, dt, 212.17899814082193
Elevator call,448.37219431241874,-9,31,3,3, Done, dt, 257.62780568758126
Elevator call,448.5527280150875,-7,0,3,3, Done, dt, 160.4472719849125
Elevator call,449.6414067161206,-5,0,3,3, Done, dt, 159.35859328387937
Elevator call,458.57493472839155,0,75,3,3, Done, dt, 2038.4250652716084
Elevator call,464.05052587172395,-8,98,3,0, Done, dt, 307.94947412827605
Elevator call,467.1243025576689,-9,27,3,3, Done, dt, 205.8756974423311
Elevator call,471.18462320429603,-8,10,3,3, Done, dt, 152.81537679570397
Elevator call,473.82402016162405,-6,-7,3,7, Done, dt, 106.17597983837595
Elevator call,486.18831609784525,32,71,3,9, Done, dt, 169.81168390215475
Elevator call,494.2575701969208,-6,-9,3,7, Done, dt, 119.74242980307918
Elevator call,499.06404009518997,-9,-5,3,6, Done, dt, 45.93595990481003
Elevator call,505.42918834826446,-5,41,3,3, Done, dt, 493.57081165173554
Elevator call,505.5712470512408,-2,93,3,3, Done, dt, 443.4287529487592
Elevator call,507.896243493429,0,14,3,3, Done, dt, 128.10375650657102
Elevator call,508.3883648726937,-5,67,3,3, Done, dt, 1974.6116351273063
Elevator call,508.4388147995692,-6,-3,3,3, Done, dt, 66.56118520043083
Elevator call,510.15095690679004,-5,21,3,0, Done, dt, 108.84904309320996
Elevator call,512.7410981451851,-2,86,3,3, Done, dt, 2020.258901854815
Elevator call,513.3688940199656,-5,57,3,0, Done, dt, 309.63110598003436
Elevator call,524.1069739806394,30,57,3,3, Done, dt, 291.8930260193606
Elevator call,530.1742255496574,-1,68,3,6, Done, dt, 117.82577445034258
Elevator call,530.5850250585272,-1,62,3,6, Done, dt, 133.4149749414728
Elevator call,530.7421165835376,-2,-6,3,3, Done, dt, 991.2578834164624
Elevator call,531.7404459344334,-9,40,3,2, Done, dt, 130.2595540655666
Elevator call,537.0715274709094,15,90,3,6, Done, dt, 164.92847252909064
Elevator call,543.7683458853232,-6,8,3,5, Done, dt, 78.23165411467676
Elevator call,554.6943397633177,-5,27,3,4, Done, dt, 57.30566023668234
Elevator call,556.8993874391524,0,19,3,3, Done, dt, 102.1006125608476
Elevator call,557.5557041789998,0,38,3,3, Done, dt, 429.4442958210002
Elevator call,559.8911163663106,-4,20,3,1, Done, dt, 63.1088836336894
Elevator call,562.5015578609957,-1,34,3,3, Done, dt, 155.49844213900428
Elevator call,570.72332239395,-1,64,3,4, Done, dt, 155.27667760605004
Elevator call,573.8367444751809,-2,-9,3,1, Done, dt, 105.16325552481908
Elevator call,574.4289443621799,-1,53,3,4, Done, dt, 172.5710556378201
Elevator call,579.4289603377472,0,-9,3,1, Done, dt, 99.57103966225282
Elevator call,579.4300589184306,-5,-8,3,9, Done, dt, 136.56994108156937
Elevator call,582.4748234204005,-2,16,3,0, Done, dt, 97.52517657959947
Elevator call,584.3936094971903,-1,48,3,3, Done, dt, 480.60639050280975
Elevator call,587.5065401456161,0,59,3,3, Done, dt, 588.4934598543839
Elevator call,589.3301865038677,-4,46,3,7, Done, dt, 189.6698134961323
Elevator call,590.6208993932232,-6,100,3,7, Done, dt, 479.3791006067768
Elevator call,591.0975410397571,69,-6,3,6, Done, dt, 246.90245896024294
Elevator call,591.5126537716858,-6,47,3,7, Done, dt, 515.4873462283142
Elevator call,591.6646715252255,11,-9,3,8, Done, dt, 97.33532847477454
Elevator call,593.1685913886549,-8,59,3,7, Done, dt, 316.83140861134507
Elevator call,615.2556147628397,46,-3,3,2, Done, dt, 121.74438523716026
Elevator call,620.2579900542485,0,85,3,7, Done, dt, 421.74200994575153
Elevator call,620.952509806021,-9,0,3,7, Done, dt, 84.047490193979
Elevator call,623.0223448856957,-8,-6,3,5, Done, dt, 29.977655114304298
Elevator call,623.5552751023249,-2,-3,3,1, Done, dt, 42.44472489767509
Elevator call,623.6992665911678,-1,40,3,7, Done, dt, 132.30073340883223
Elevator call,626.5389500501055,-3,42,3,7, Done, dt, 140.46104994989446
Elevator call,627.5033706858799,-9,24,3,7, Done, dt, 110.49662931412013
Elevator call,635.7897844410584,11,83,3,8, Done, dt, 165.21021555894163
Elevator call,645.5114707776538,-1,44,3,5, Done, dt, 63.48852922234619
Elevator call,647.6019128697508,-7,21,3,7, Done, dt, 78.39808713024922
Elevator call,648.3122718675629,0,99,3,5, Done, dt, 98.68772813243709
Elevator call,667.5999958141826,-8,-7,3,9, Done, dt, 99.40000418581735
Elevator call,675.5144664954673,0,-1,3,9, Done, dt, 65.48553350453267
Elevator call,679.5895248054915,-7,10,3,1, Done, dt, 41.410475194508535
Elevator call,680.0181347335647,0,56,3,7, Done, dt, 113.9818652664353
Elevator call,680.2298063486398,-8,18,3,1, Done, dt, 98.77019365136016
