**** All Elevator Calls (time,src,dest,state,elev dt) stage 6 ****
Elevator call,4.993816266014164,-3,27,3,9, Done, dt, 45.006183733985836
Elevator call,18.77917039169597,-4,-3,3,1, Done, dt, 22.22082960830403
Elevator call,19.387078657155826,0,14,3,1, Done, dt, 82.61292134284417
Elevator call,20.327517520632,0,-2,3,7, Done, dt, 12.672482479368
Elevator call,27.9999732565052,0,30,3,9, Done, dt, 72.0000267434948
Elevator call,29.917239624265676,0,7,3,9, Done, dt, 92.08276037573432
Elevator call,38.28582116015673,-1,45,3,1, Done, dt, 89.71417883984327
Elevator call,39.19202923931175,-1,2,3,1, Done, dt, 46.80797076068825
Elevator call,39.69710409736126,0,48,3,1, Done, dt, 100.30289590263874
Elevator call,49.43307426313186,0,-1,3,5, Done, dt, 12.566925736868143
Elevator call,54.196436787183075,-2,50,3,7, Done, dt, 37.803563212816925
Elevator call,57.40531969890162,-1,0,3,7, Done, dt, 81.59468030109838
Elevator call,63.05259875982824,-2,0,3,5, Done, dt, 22.947401240171757
Elevator call,79.37736411739434,0,41,3,5, Done, dt, 38.622635882605664
Elevator call,89.4285158976113,-2,28,3,8, Done, dt, 52.571484102388695
Elevator call,92.15048695301039,-4,19,3,6, Done, dt, 47.849513046989614
Elevator call,96.61997031673536,-2,45,3,4, Done, dt, 69.38002968326464
Elevator call,108.64204888088284,0,19,3,6, Done, dt, 89.35795111911716
Elevator call,111.62708145083661,-1,-3,3,9, Done, dt, 35.37291854916339
Elevator call,116.72069026135568,0,24,3,2, Done, dt, 46.279309738644315
Elevator call,117.93413927793131,0,16,3,2, Done, dt, 27.06586072206869
Elevator call,133.34539591368775,-4,23,3,0, Done, dt, 61.65460408631225
Elevator call,134.00355801094793,-2,25,3,3, Done, dt, 49.99644198905207
Elevator call,140.52095248879914,-3,28,3,7, Done, dt, 38.47904751120086
Elevator call,142.07808960138755,-4,1,3,8, Done, dt, 57.921910398612454
Elevator call,146.76293294989182,0,27,3,9, Done, dt, 36.23706705010818
